2021-03-18 08:53:48+00:00,I mean its been a year since perintah kawalan pergerakan. A year! Pheww,
2021-03-18 04:44:36+00:00,"Today marks the year the MCO or Movement Control Order (Perintah Kawalan Pergerakan) had been implemented and all the other version that comes after. Question is, what has change? The answer is, everything to none.",
